"","treatment","inoculum","Sample Id","Plant","Operator","Analysis Date Time","ImageFileName","ImageAcqDeviceAndSoftwareInfo DateTimeModified","AnalysedRegionArea(cm2)","AnalysedRegionWidth(cm)","AnalysedRegionHeight(cm)","Left Top Right Bottom  NExclusions","DevOrder Criteria","ImgType CalibMeth TPU Units PxSizeH PxSizeV [CalFile]","PxClassif","Filters","Fractal PxMin PxMax","SoilVol(m3)","Length(cm)","LengthTen(cm)","ProjArea(cm2)","ProjAreaTen(cm2)/RatioLeafToRootArea","SurfArea(cm2)","SurfAreaTen(cm2)","AvgDiam(mm)","AvgDiamTen(mm)","LenPerVol(cm/m3)","LenPerVolTen(cm/m3)","RootVolume(cm3)","FractalDimension","FractalDeviation","Tips","Forks","Crossings","NofLinks","NLinksIL","NLinksEE","NLinksEEL","NLinksEI","NLinksII","LengthLinksIL","LengthLinksEE","LengthLinksEEL","LengthLinksEI","LengthLinksII","Altitude","ExternalPathLength","LinkAvgLength(cm)","LinkAvgProjArea(cm2)","LinkAvgSurfArea(cm2)","LinkAvgDiam(mm)","LinkAvgBrAngle(deg)","NofNodules","LeafArea","...54","NAxis","Main NAxis","Main TotLength","Lateral NAxis","Lateral TotLength","Tertiary NAxis","Tertiary TotLength","NSeedlings/Seedling#","NumberOfClasses","ClassBoundaries","LenTotHistoClasses","0<.L.<=0.5000000","0.5000000<.L.<=1.0000000","1.0000000<.L.<=1.5000000","1.5000000<.L.<=2.0000000","2.0000000<.L.<=2.5000000","2.5000000<.L.<=3.0000000","3.0000000<.L.<=3.5000000","3.5000000<.L.<=4.0000000","4.0000000<.L.<=4.5000000",".L.>4.5000000","SATotHistoClasses","0<.SA.<=0.5000000","0.5000000<.SA.<=1.0000000","1.0000000<.SA.<=1.5000000","1.5000000<.SA.<=2.0000000","2.0000000<.SA.<=2.5000000","2.5000000<.SA.<=3.0000000","3.0000000<.SA.<=3.5000000","3.5000000<.SA.<=4.0000000","4.0000000<.SA.<=4.5000000",".SA.>4.5000000","PATotHistoClasses","0<.PA.<=0.5000000","0.5000000<.PA.<=1.0000000","1.0000000<.PA.<=1.5000000","1.5000000<.PA.<=2.0000000","2.0000000<.PA.<=2.5000000","2.5000000<.PA.<=3.0000000","3.0000000<.PA.<=3.5000000","3.5000000<.PA.<=4.0000000","4.0000000<.PA.<=4.5000000",".PA.>4.5000000","VolTotHistoClasses","0<.V.<=0.5000000","0.5000000<.V.<=1.0000000","1.0000000<.V.<=1.5000000","1.5000000<.V.<=2.0000000","2.0000000<.V.<=2.5000000","2.5000000<.V.<=3.0000000","3.0000000<.V.<=3.5000000","3.5000000<.V.<=4.0000000","4.0000000<.V.<=4.5000000",".V.>4.5000000","0<.T.<=0.5000000","0.5000000<.T.<=1.0000000","1.0000000<.T.<=1.5000000","1.5000000<.T.<=2.0000000","2.0000000<.T.<=2.5000000","2.5000000<.T.<=3.0000000","3.0000000<.T.<=3.5000000","3.5000000<.T.<=4.0000000","4.0000000<.T.<=4.5000000",".T.>4.5000000","GrpName...119","Background","GrpName...121","Root","GrpName...123","NotUsed"
"49","Control","AB1","Plant4_AB1_Control",4,"Davide","1673441523","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-139","Smooth Off Area Off LWRatio Off","Off",0.000931,2547.6448,0,100.9475,0,317.1358,0,0.3962,0,2736460.5983,0,3.142,0,0,13511,19125,2247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2546.3942,2070.7419,316.4507,82.2036,36.3171,13.6342,8.1458,3.3809,3.4558,3.9821,8.0821,282.5084,118.7604,67.806,31.5735,19.3591,9.607,6.9142,3.3973,4.0773,5.3097,15.7039,89.9252,37.8026,21.5833,10.0501,6.1622,3.058,2.2008,1.0814,1.2978,1.6901,4.9987,8.5447,0.7836,1.2015,0.9777,0.8266,0.5412,0.4684,0.2719,0.3833,0.5639,2.5266,13385,105,14,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"50","Control","AB1","Plant5_AB1_Control",5,"Davide","1673441955","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-139","Smooth Off Area Off LWRatio Off","Off",0.000931,1790.8682,0,71.4494,0,224.465,0,0.399,0,1923596.3741,0,2.239,0,0,6741,10331,1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1790.2836,1430.1417,251.3393,67.9907,16.9874,7.2862,5.7957,4.1978,2.0623,1.1875,3.2949,199.9007,85.4474,55.1937,25.4319,9.03,5.1109,4.995,4.2176,2.4535,1.5779,6.4429,63.6304,27.1988,17.5687,8.0952,2.8743,1.6269,1.5899,1.3425,0.781,0.5022,2.0508,5.0927,0.5501,0.9987,0.7661,0.3842,0.2863,0.3435,0.3377,0.2328,0.167,1.0264,6649,78,11,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"51","Control","AB1","Plant6_AB1_Control",6,"Davide","1673442391","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-140","Smooth Off Area Off LWRatio Off","Off",0.000931,1676.889,0,69.2693,0,217.6159,0,0.4131,0,1801169.6697,0,2.247,0,0,9425,11601,1104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1676.33,1326.8374,246.7178,51.4661,26.272,8.4923,6.3975,2.5638,0.2933,1.1753,6.1143,193.5892,78.5155,53.0105,19.4911,14.0566,5.9207,5.6057,2.575,0.3455,1.5777,12.4909,61.6213,24.9923,16.8738,6.2042,4.4744,1.8846,1.7843,0.8196,0.11,0.5022,3.976,5.9779,0.5384,0.9423,0.5945,0.6022,0.3296,0.3919,0.2063,0.0324,0.1686,2.1717,9315,85,16,6,1,0,2,0,0,0,NA,NA,NA,NA,NA,NA
"52","Control","AB21","Plant1_AB21_Control",1,"Davide","1702210720","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-141","Smooth Off Area Off LWRatio Off","Off",0.000931,357.5968,0,15.1961,0,47.74,0,0.425,0,384099.6733,0,0.507,0,0,1934,2682,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",357.4078,275.9606,50.2014,15.786,7.0652,2.2793,1.2798,2.8044,0.9667,0.3281,0.7364,43.8168,14.8834,10.817,5.9761,3.8272,1.6122,1.0969,2.8943,1.1324,0.4337,1.1436,13.9473,4.7375,3.4431,1.9023,1.2182,0.5132,0.3492,0.9213,0.3604,0.1381,0.364,1.336,0.0967,0.1925,0.1825,0.1661,0.0912,0.075,0.2381,0.1057,0.0457,0.1424,1905,18,3,3,1,1,2,1,0,0,NA,NA,NA,NA,NA,NA
"53","Control","AB21","Plant2_AB21_Control_Part1",2,"Davide","1702212305","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-145","Smooth Off Area Off LWRatio Off","Off",0.000931,2450.9854,0,91.8504,0,288.5566,0,0.3747,0,2632637.4045,0,2.703,0,0,10541,19349,2343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2450.0648,2029.2983,275.147,76.5931,32.6229,17.1965,6.4177,3.0276,1.9985,1.687,6.0762,256.119,112.2879,59.5631,28.6955,17.8996,11.8995,5.5002,3.0151,2.369,2.2202,12.669,81.5252,35.7424,18.9595,9.1341,5.6976,3.7877,1.7508,0.9597,0.7541,0.7067,4.0327,7.4663,0.707,1.0667,0.8673,0.7874,0.6581,0.3766,0.2394,0.2238,0.2327,2.3075,10473,53,11,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"54","Control","AB21","Plant2_AB21_Control_Part2",2,"Davide","1702213110","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-148","Smooth Off Area Off LWRatio Off","Off",0.000931,1590.075,0,56.0567,0,176.1072,0,0.3525,0,1707921.6264,0,1.552,0,0,7137,10918,1344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1589.6046,1294.5938,195.4513,65.0694,21.0296,8.4449,3.9758,0.9878,0,0.0521,0,159.4191,71.046,42.2544,24.3279,11.3975,6.0075,3.3208,0.9952,0,0.0699,0,50.7447,22.6146,13.45,7.7438,3.6279,1.9123,1.0571,0.3168,0,0.0222,0,3.0895,0.4589,0.7531,0.733,0.4946,0.3413,0.2212,0.08,0,0.0073,0,7089,37,6,2,2,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"55","Control","AB21","Plant3_AB21_Control",3,"Davide","1702217014","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-144","Smooth Off Area Off LWRatio Off","Off",0.000931,2037.7041,0,72.9166,0,229.0744,0,0.3578,0,2188726.2065,0,2.049,0,0,8459,13712,1739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2037.0488,1658.3168,291.2978,48.1556,19.4161,8.4136,4.7232,2.8307,2.5579,0.1561,1.181,204.7897,97.0656,61.2413,18.0309,10.4212,5.8724,4.0443,2.9378,2.9562,0.1926,2.0274,65.1866,30.8969,19.4937,5.7394,3.3172,1.8692,1.2874,0.9351,0.941,0.0613,0.6453,4.1237,0.6527,1.0609,0.5446,0.4475,0.3271,0.2765,0.2431,0.2722,0.0188,0.2801,8399,48,8,2,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"56","Control","AB21","Plant4_AB21_Control",4,"Davide","1702217600","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-151","Smooth Off Area Off LWRatio Off","Off",0.000931,2305.3424,0,80.8636,0,254.0404,0,0.3508,0,2476200.2364,0,2.228,0,0,12330,15583,1892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2304.4186,1978.2675,187.8924,73.5965,31.8047,9.5434,7.4916,5.2954,2.6374,3.6614,4.2284,225.1614,106.3482,39.2788,28.5267,17.2321,6.7649,6.4333,5.4131,3.0775,4.9317,7.1551,71.6711,33.8517,12.5028,9.0803,5.4851,2.1533,2.0478,1.723,0.9796,1.5698,2.2775,6.0361,0.6469,0.6761,0.8908,0.747,0.3833,0.4412,0.4412,0.2864,0.529,0.9942,12245,65,10,3,4,0,1,1,0,1,NA,NA,NA,NA,NA,NA
"57","Control","AB21","Plant5_AB21_Control",5,"Davide","1702218609","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-146","Smooth Off Area Off LWRatio Off","Off",0.000931,2284.1888,0,82.2488,0,258.3924,0,0.3601,0,2453478.8353,0,2.326,0,0,10599,15553,1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2283.519,1892.0823,289.8817,48.9046,20.4956,11.8802,9.4956,5.6704,2.6675,0.062,2.3791,230.6927,109.5922,61.5674,18.2778,11.1345,8.4251,8.2109,5.7499,3.1515,0.0966,4.4868,73.4318,34.8843,19.5975,5.818,3.5442,2.6818,2.6136,1.8303,1.0032,0.0307,1.4282,5.3314,0.7152,1.0785,0.5511,0.4846,0.4776,0.566,0.4647,0.2969,0.0117,0.6851,10516,65,10,4,1,0,2,1,0,0,NA,NA,NA,NA,NA,NA
"58","Control","AB21","Plant6_AB21_Control",6,"Davide","1702219388","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-154","Smooth Off Area Off LWRatio Off","Off",0.000931,1374.5307,0,58.8845,0,184.991,0,0.4284,0,1476402.5181,0,1.981,0,0,4559,5681,679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1374.0314,1114.7153,145.0154,60.4698,31.1395,10.4939,5.0512,3.2179,1.7589,0.7056,1.464,167.9171,76.7455,30.6493,23.7207,16.4542,7.3234,4.3841,3.2514,2.0159,0.9495,2.4232,53.4497,24.4288,9.756,7.5505,5.2375,2.3311,1.3955,1.035,0.6417,0.3022,0.7713,4.1142,0.5487,0.5378,0.75,0.6964,0.4087,0.3037,0.2618,0.1841,0.1018,0.3212,4503,44,6,2,1,2,0,0,0,1,NA,NA,NA,NA,NA,NA
"59","Control","NI","Plant1_NI_Control",1,"Davide","1683716394","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-199","Smooth Off Area Off LWRatio Off","Off",0.000931,4257.9733,0,146.5372,0,460.3602,0,0.3441,0,4573548.1531,0,3.961,0,0,13008,50259,7267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",4255.7614,3543.7151,522.3517,132.2871,35.2067,12.2046,3.9538,1.474,1.8105,1.4441,1.3138,389.9508,188.1976,113.5192,49.8968,18.6647,8.5116,3.3996,1.4951,2.1233,1.913,2.23,124.1252,59.9052,36.1343,15.8827,5.9412,2.7093,1.0821,0.4759,0.6759,0.6089,0.7098,7.0658,1.1789,2.0412,1.5181,0.7931,0.4745,0.2332,0.1209,0.1984,0.2019,0.3057,12897,94,10,6,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"60","Control","NI","Plant2_NI_Control",2,"Davide","1683718847","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-172","Smooth Off Area Off LWRatio Off","Off",0.000931,3586.334,0,107.803,0,338.6731,0,0.3006,0,3852130.9913,0,2.545,0,0,17827,46724,7289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",3584.4292,3142.5688,309.9041,74.5302,28.5041,11.794,6.7229,4.4701,3.1378,1.4521,1.345,290.9506,154.2683,66.796,28.0986,15.5139,8.2026,5.7653,4.5876,3.7312,1.9225,2.0645,92.6124,49.1051,21.2618,8.9441,4.9382,2.611,1.8352,1.4603,1.1877,0.6119,0.6572,5.6738,0.9166,1.1914,0.8533,0.6764,0.4559,0.3948,0.3758,0.3537,0.2027,0.2532,17716,95,10,2,1,3,0,0,0,0,NA,NA,NA,NA,NA,NA
"61","Control","NI","Plant3_NI_Control",3,"Davide","1683720847","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-140","Smooth Off Area Off LWRatio Off","Off",0.000931,4149.2142,0,126.5275,0,397.4977,0,0.3049,0,4456728.4757,0,3.03,0,0,27369,48045,7608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",4146.3585,3606.7158,341.9541,108.7231,45.4273,20.0515,9.98,5.9135,2.3844,2.5616,2.6472,352.5983,173.7509,73.6222,41.5227,24.7853,13.8947,8.5899,6.0509,2.8047,3.3753,4.2018,112.2355,55.3066,23.4347,13.2171,7.8894,4.4228,2.7343,1.9261,0.8928,1.0744,1.3375,7.7006,1.0222,1.3075,1.2778,1.0836,0.7693,0.5901,0.4938,0.2631,0.3544,0.5388,27263,90,7,3,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA
"62","Control","NI","Plant4_NI_Control_Part1",4,"Davide","1683729062","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-220","Smooth Off Area Off LWRatio Off","Off",0.000931,2666.8157,0,95.471,0,299.9311,0,0.358,0,2864463.7239,0,2.684,0,0,9169,29890,3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2665.9282,2217.564,314.0245,92.0633,24.3641,4.9067,3.9737,1.9071,1.0691,1.7968,4.259,250.701,113.9785,68.6542,35.0335,13.0867,3.3574,3.3951,1.9678,1.2614,2.4042,7.5623,79.8006,36.2805,21.8533,11.1515,4.1656,1.0687,1.0807,0.6264,0.4015,0.7653,2.4071,5.645,0.6982,1.2419,1.0768,0.5632,0.1833,0.2314,0.162,0.1187,0.2563,1.1132,9101,52,12,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"63","Control","NI","Plant4_NI_Control_Part2",4,"Davide","1683730793","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-230","Smooth Off Area Off LWRatio Off","Off",0.000931,2663.6731,0,96.9816,0,304.6768,0,0.3641,0,2861088.136,0,2.773,0,0,10146,27434,3227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2663.0753,2220.9721,315.5114,72.7779,27.0183,9.422,5.0733,6.1094,2.4458,1.5636,2.1815,252.889,115.6002,70.286,27.0224,14.5695,6.4712,4.3281,6.113,2.8508,2.0716,3.5763,80.4971,36.7967,22.3727,8.6015,4.6376,2.0599,1.3777,1.9458,0.9074,0.6594,1.1384,5.5355,0.71,1.2955,0.8092,0.6294,0.355,0.2949,0.4877,0.2649,0.2187,0.4701,10043,78,23,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"64","Control","NI","Plant5_NI_Control_Part1",5,"Davide","1683732776","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-173","Smooth Off Area Off LWRatio Off","Off",0.000931,2198.9958,0,78.0249,0,245.1226,0,0.3548,0,2361971.8837,0,2.174,0,0,9246,22719,2635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2198.3915,1833.6672,243.295,70.7545,26.4981,10.8943,3.8592,3.1877,3.7877,1.168,1.2799,211.7869,94.7177,53.8425,26.5594,14.5129,7.5216,3.2848,3.266,4.5046,1.5328,2.0445,67.4139,30.1496,17.1386,8.4541,4.6196,2.3942,1.0456,1.0396,1.4339,0.4879,0.6508,4.7558,0.5731,0.987,0.8029,0.6365,0.4147,0.2232,0.267,0.4268,0.1602,0.2645,9179,51,9,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA
"65","Control","NI","Plant5_NI_Control_Part2",5,"Davide","1683733800","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-163","Smooth Off Area Off LWRatio Off","Off",0.000931,3360.0465,0,105.0016,0,329.8722,0,0.3125,0,3609072.5304,0,2.577,0,0,17122,34949,4763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",3357.9233,2878.9981,340.2492,85.1773,22.5601,16.2662,5.7164,2.3886,2.5721,1.9177,2.0777,286.7508,140.9407,74.6613,31.1146,12.3958,11.3825,4.8971,2.4137,3.0471,2.6003,3.2977,91.2756,44.8628,23.7654,9.9041,3.9457,3.6231,1.5588,0.7683,0.9699,0.8277,1.0497,5.7953,0.8253,1.3557,0.9148,0.5463,0.6367,0.3347,0.1944,0.2876,0.2808,0.419,17013,92,8,5,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA
"66","Control","NI","Plant6_NI_Control_Part1",6,"Davide","1683735654","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-192","Smooth Off Area Off LWRatio Off","Off",0.000931,2774.3046,0,92.4771,0,290.5254,0,0.3333,0,2979919.0654,0,2.421,0,0,10119,26025,3658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2773.3367,2355.0294,305.5051,75.0127,18.202,6.9097,2.5437,1.7459,2.8685,1.8784,3.6412,249.5117,124.4032,66.6746,28.0174,9.7363,4.7732,2.1622,1.7899,3.4331,2.4764,6.0454,79.422,39.5988,21.2232,8.9182,3.0992,1.5194,0.6883,0.5697,1.0928,0.7883,1.9243,5.2004,0.7729,1.2046,0.843,0.4175,0.2633,0.1467,0.1463,0.3274,0.2599,0.8188,10049,54,11,3,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA
"67","Control","NI","Plant6_NI_Control_Part2",6,"Davide","1683736602","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-171","Smooth Off Area Off LWRatio Off","Off",0.000931,2624.6443,0,81.6022,0,256.361,0,0.3109,0,2819166.8126,0,1.993,0,0,12196,25761,3785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2623.0548,2234.1582,274.4038,62.2529,25.0629,13.5373,7.3306,2.7036,3.1894,0.2276,0.1885,223.3512,104.5542,58.6707,23.8432,13.3903,9.5827,6.2243,2.7297,3.7871,0.2942,0.2749,71.0949,33.2806,18.6755,7.5895,4.2623,3.0503,1.9812,0.8689,1.2055,0.0936,0.0875,4.543,0.5903,1.0381,0.7371,0.5734,0.5421,0.4218,0.2196,0.3585,0.0303,0.0318,12140,43,5,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
